"R","G","B"
0.97265625,0.53515625,0.52734375
0.972778799019608,0.538005514705882,0.529028799019608
0.972901348039216,0.540854779411765,0.530713848039216
0.973023897058824,0.543704044117647,0.532398897058824
0.973146446078431,0.546553308823529,0.534083946078431
0.973268995098039,0.549402573529412,0.535768995098039
0.973391544117647,0.552251838235294,0.537454044117647
0.973514093137255,0.555101102941176,0.539139093137255
0.973636642156863,0.557950367647059,0.540824142156863
0.973759191176471,0.560799632352941,0.542509191176471
0.973881740196078,0.563648897058823,0.544194240196078
0.974004289215686,0.566498161764706,0.545879289215686
0.974126838235294,0.569347426470588,0.547564338235294
0.974249387254902,0.572196691176471,0.549249387254902
0.97437193627451,0.575045955882353,0.55093443627451
0.974494485294118,0.577895220588235,0.552619485294118
0.974617034313725,0.580744485294118,0.554304534313726
0.974739583333333,0.58359375,0.555989583333333
0.974862132352941,0.586443014705882,0.557674632352941
0.974984681372549,0.589292279411765,0.559359681372549
0.975107230392157,0.592141544117647,0.561044730392157
0.975229779411765,0.594990808823529,0.562729779411765
0.975352328431373,0.597840073529412,0.564414828431372
0.97547487745098,0.600689338235294,0.56609987745098
0.975597426470588,0.603538602941176,0.567784926470588
0.975719975490196,0.606387867647059,0.569469975490196
0.975842524509804,0.609237132352941,0.571155024509804
0.975965073529412,0.612086397058824,0.572840073529412
0.97608762254902,0.614935661764706,0.57452512254902
0.976210171568627,0.617784926470588,0.576210171568627
0.976332720588235,0.620634191176471,0.577895220588235
0.976455269607843,0.623483455882353,0.579580269607843
0.976577818627451,0.626332720588235,0.581265318627451
0.976700367647059,0.629181985294118,0.582950367647059
0.976822916666667,0.63203125,0.584635416666667
0.976945465686274,0.634880514705882,0.586320465686274
0.977068014705882,0.637729779411765,0.588005514705882
0.97719056372549,0.640579044117647,0.58969056372549
0.977313112745098,0.643428308823529,0.591375612745098
0.977435661764706,0.646277573529412,0.593060661764706
0.977558210784314,0.649126838235294,0.594745710784314
0.977680759803922,0.651976102941176,0.596430759803922
0.977803308823529,0.654825367647059,0.598115808823529
0.977925857843137,0.657674632352941,0.599800857843137
0.978048406862745,0.660523897058824,0.601485906862745
0.978170955882353,0.663373161764706,0.603170955882353
0.978293504901961,0.666222426470588,0.604856004901961
0.978416053921569,0.669071691176471,0.606541053921569
0.978538602941177,0.671920955882353,0.608226102941177
0.978661151960784,0.674770220588235,0.609911151960784
0.978783700980392,0.677619485294118,0.611596200980392
0.97890625,0.68046875,0.61328125
0.979028799019608,0.683318014705882,0.614966299019608
0.979151348039216,0.686167279411765,0.616651348039216
0.979273897058824,0.689016544117647,0.618336397058823
0.979396446078431,0.691865808823529,0.620021446078431
0.979518995098039,0.694715073529412,0.621706495098039
0.979641544117647,0.697564338235294,0.623391544117647
0.979764093137255,0.700413602941176,0.625076593137255
0.979886642156863,0.703262867647059,0.626761642156863
0.980009191176471,0.706112132352941,0.628446691176471
0.980131740196078,0.708961397058824,0.630131740196078
0.980254289215686,0.711810661764706,0.631816789215686
0.980376838235294,0.714659926470588,0.633501838235294
0.980499387254902,0.717509191176471,0.635186887254902
0.98062193627451,0.720358455882353,0.63687193627451
0.980744485294118,0.723207720588235,0.638556985294118
0.980867034313725,0.726056985294118,0.640242034313726
0.980989583333333,0.72890625,0.641927083333333
0.981112132352941,0.731755514705882,0.643612132352941
0.981234681372549,0.734604779411765,0.645297181372549
0.981357230392157,0.737454044117647,0.646982230392157
0.981479779411765,0.740303308823529,0.648667279411765
0.981602328431373,0.743152573529412,0.650352328431373
0.98172487745098,0.746001838235294,0.65203737745098
0.981847426470588,0.748851102941177,0.653722426470588
0.981969975490196,0.751700367647059,0.655407475490196
0.982092524509804,0.754549632352941,0.657092524509804
0.982215073529412,0.757398897058824,0.658777573529412
0.98233762254902,0.760248161764706,0.66046262254902
0.982460171568628,0.763097426470588,0.662147671568627
0.982582720588235,0.765946691176471,0.663832720588235
0.982705269607843,0.768795955882353,0.665517769607843
0.982827818627451,0.771645220588235,0.667202818627451
0.982950367647059,0.774494485294118,0.668887867647059
0.983072916666667,0.77734375,0.670572916666667
0.983195465686275,0.780193014705882,0.672257965686275
0.983318014705882,0.783042279411765,0.673943014705882
0.98344056372549,0.785891544117647,0.67562806372549
0.983563112745098,0.788740808823529,0.677313112745098
0.983685661764706,0.791590073529412,0.678998161764706
0.983808210784314,0.794439338235294,0.680683210784314
0.983930759803922,0.797288602941176,0.682368259803922
0.984053308823529,0.800137867647059,0.684053308823529
0.984175857843137,0.802987132352941,0.685738357843137
0.984298406862745,0.805836397058823,0.687423406862745
0.984420955882353,0.808685661764706,0.689108455882353
0.984543504901961,0.811534926470588,0.690793504901961
0.984666053921569,0.814384191176471,0.692478553921569
0.984788602941176,0.817233455882353,0.694163602941177
0.984911151960784,0.820082720588235,0.695848651960784
0.985033700980392,0.822931985294118,0.697533700980392
0.98515625,0.82578125,0.69921875
0.985278799019608,0.828630514705882,0.700903799019608
0.985401348039216,0.831479779411765,0.702588848039216
0.985523897058823,0.834329044117647,0.704273897058823
0.985646446078431,0.837178308823529,0.705958946078431
0.985768995098039,0.840027573529412,0.707643995098039
0.985891544117647,0.842876838235294,0.709329044117647
0.986014093137255,0.845726102941176,0.711014093137255
0.986136642156863,0.848575367647059,0.712699142156863
0.986259191176471,0.851424632352941,0.714384191176471
0.986381740196078,0.854273897058824,0.716069240196078
0.986504289215686,0.857123161764706,0.717754289215686
0.986626838235294,0.859972426470588,0.719439338235294
0.986749387254902,0.862821691176471,0.721124387254902
0.98687193627451,0.865670955882353,0.72280943627451
