"R","G","B"
0.986994485294118,0.868520220588235,0.724494485294118
0.987117034313726,0.871369485294118,0.726179534313726
0.987239583333333,0.87421875,0.727864583333333
0.987362132352941,0.877068014705882,0.729549632352941
0.987484681372549,0.879917279411765,0.731234681372549
0.987607230392157,0.882766544117647,0.732919730392157
0.987729779411765,0.885615808823529,0.734604779411765
0.987852328431373,0.888465073529412,0.736289828431373
0.98797487745098,0.891314338235294,0.73797487745098
0.988097426470588,0.894163602941176,0.739659926470588
0.988219975490196,0.897012867647059,0.741344975490196
0.986427696078431,0.898008578431373,0.74312193627451
0.982720588235294,0.897150735294118,0.744990808823529
0.979013480392157,0.896292892156863,0.746859681372549
0.97530637254902,0.895435049019608,0.748728553921569
0.971599264705882,0.894577205882353,0.750597426470588
0.967892156862745,0.893719362745098,0.752466299019608
