"R","G","B"
0.0703125,0.58203125,0.84375
0.0739430147058823,0.582521446078431,0.840701593137255
0.0775735294117647,0.583011642156863,0.83765318627451
0.0812040441176471,0.583501838235294,0.834604779411765
0.0848345588235294,0.583992034313725,0.83155637254902
0.0884650735294118,0.584482230392157,0.828507965686274
0.0920955882352941,0.584972426470588,0.825459558823529
0.0957261029411765,0.58546262254902,0.822411151960784
0.0993566176470588,0.585952818627451,0.819362745098039
0.102987132352941,0.586443014705882,0.816314338235294
0.106617647058824,0.586933210784314,0.813265931372549
0.110248161764706,0.587423406862745,0.810217524509804
0.113878676470588,0.587913602941176,0.807169117647059
0.117509191176471,0.588403799019608,0.804120710784314
0.121139705882353,0.588893995098039,0.801072303921569
0.124770220588235,0.589384191176471,0.798023897058823
0.128400735294118,0.589874387254902,0.794975490196078
0.13203125,0.590364583333333,0.791927083333333
0.135661764705882,0.590854779411765,0.788878676470588
0.139292279411765,0.591344975490196,0.785830269607843
0.142922794117647,0.591835171568627,0.782781862745098
0.146553308823529,0.592325367647059,0.779733455882353
0.150183823529412,0.59281556372549,0.776685049019608
0.153814338235294,0.593305759803922,0.773636642156863
0.157444852941176,0.593795955882353,0.770588235294118
0.161075367647059,0.594286151960784,0.767539828431373
0.164705882352941,0.594776348039216,0.764491421568627
0.168336397058824,0.595266544117647,0.761443014705882
0.171966911764706,0.595756740196078,0.758394607843137
0.175597426470588,0.59624693627451,0.755346200980392
0.179227941176471,0.596737132352941,0.752297794117647
0.182858455882353,0.597227328431372,0.749249387254902
0.186488970588235,0.597717524509804,0.746200980392157
0.190119485294118,0.598207720588235,0.743152573529412
0.19375,0.598697916666667,0.740104166666667
0.197380514705882,0.599188112745098,0.737055759803922
0.201011029411765,0.599678308823529,0.734007352941176
0.204641544117647,0.600168504901961,0.730958946078431
0.208272058823529,0.600658700980392,0.727910539215686
0.211902573529412,0.601148897058824,0.724862132352941
0.215533088235294,0.601639093137255,0.721813725490196
0.219163602941176,0.602129289215686,0.718765318627451
0.222794117647059,0.602619485294118,0.715716911764706
0.226424632352941,0.603109681372549,0.712668504901961
0.230055147058824,0.60359987745098,0.709620098039216
0.233685661764706,0.604090073529412,0.706571691176471
0.237316176470588,0.604580269607843,0.703523284313725
0.240946691176471,0.605070465686275,0.70047487745098
0.244577205882353,0.605560661764706,0.697426470588235
0.248207720588235,0.606050857843137,0.69437806372549
0.251838235294118,0.606541053921569,0.691329656862745
0.25546875,0.60703125,0.68828125
0.259099264705882,0.607521446078431,0.685232843137255
0.262729779411765,0.608011642156863,0.68218443627451
0.266360294117647,0.608501838235294,0.679136029411765
0.269990808823529,0.608992034313726,0.67608762254902
0.273621323529412,0.609482230392157,0.673039215686275
0.277251838235294,0.609972426470588,0.669990808823529
0.280882352941176,0.61046262254902,0.666942401960784
0.284512867647059,0.610952818627451,0.663893995098039
0.288143382352941,0.611443014705882,0.660845588235294
0.291773897058824,0.611933210784314,0.657797181372549
0.295404411764706,0.612423406862745,0.654748774509804
0.299034926470588,0.612913602941176,0.651700367647059
0.302665441176471,0.613403799019608,0.648651960784314
0.306295955882353,0.613893995098039,0.645603553921569
0.309926470588235,0.614384191176471,0.642555147058824
0.313556985294118,0.614874387254902,0.639506740196078
0.3171875,0.615364583333333,0.636458333333333
0.320818014705882,0.615854779411765,0.633409926470588
0.324448529411765,0.616344975490196,0.630361519607843
0.328079044117647,0.616835171568628,0.627313112745098
0.331709558823529,0.617325367647059,0.624264705882353
0.335340073529412,0.61781556372549,0.621216299019608
0.338970588235294,0.618305759803922,0.618167892156863
0.342601102941177,0.618795955882353,0.615119485294118
0.346231617647059,0.619286151960784,0.612071078431373
0.349862132352941,0.619776348039216,0.609022671568627
0.353492647058823,0.620266544117647,0.605974264705882
0.357123161764706,0.620756740196079,0.602925857843137
0.360753676470588,0.62124693627451,0.599877450980392
0.364384191176471,0.621737132352941,0.596829044117647
0.368014705882353,0.622227328431373,0.593780637254902
0.371645220588235,0.622717524509804,0.590732230392157
0.375275735294118,0.623207720588235,0.587683823529412
0.37890625,0.623697916666667,0.584635416666667
0.382536764705882,0.624188112745098,0.581587009803922
0.386167279411765,0.624678308823529,0.578538602941176
0.389797794117647,0.625168504901961,0.575490196078431
0.393428308823529,0.625658700980392,0.572441789215686
0.397058823529412,0.626148897058824,0.569393382352941
0.400689338235294,0.626639093137255,0.566344975490196
0.404319852941176,0.627129289215686,0.563296568627451
0.407950367647059,0.627619485294118,0.560248161764706
0.411580882352941,0.628109681372549,0.557199754901961
0.415211397058824,0.62859987745098,0.554151348039216
0.418841911764706,0.629090073529412,0.551102941176471
0.422472426470588,0.629580269607843,0.548054534313726
0.426102941176471,0.630070465686275,0.54500612745098
0.429733455882353,0.630560661764706,0.541957720588235
0.433363970588235,0.631050857843137,0.53890931372549
0.436994485294118,0.631541053921569,0.535860906862745
0.440625,0.63203125,0.5328125
0.444255514705882,0.632521446078431,0.529764093137255
0.447886029411765,0.633011642156863,0.52671568627451
0.451516544117647,0.633501838235294,0.523667279411765
0.455147058823529,0.633992034313726,0.52061887254902
0.458777573529412,0.634482230392157,0.517570465686275
0.462408088235294,0.634972426470588,0.514522058823529
0.466038602941176,0.63546262254902,0.511473651960784
0.469669117647059,0.635952818627451,0.508425245098039
0.473299632352941,0.636443014705882,0.505376838235294
0.476930147058823,0.636933210784314,0.502328431372549
0.480560661764706,0.637423406862745,0.499280024509804
0.484191176470588,0.637913602941177,0.496231617647059
0.487821691176471,0.638403799019608,0.493183210784314
0.491452205882353,0.638893995098039,0.490134803921569
